547,湖南省涟源市2017年水灾家庭箱援助项目,世界宣明会-中国基金有限公司,湖南省慈善总会,湖南省涟源市,2018.01.15-2018.07.15
546,湖南省安化县2017年水灾家庭箱援助项目,世界宣明会-中国基金有限公司,湖南省慈善总会,湖南省安化县,2018.01.15-2018.07.15
545,农村社区康复服务模式探索项目,香港理工大学,陕西秦怀社会工作服务中心,陕西省渭南市富平县、白水县,2017.12.26-2018.12.25
544,北京大学高等人文研究院世界伦理中心捐赠项目,卡尔•习理德基金会,北京大学教育基金会,全国范围内,2018.01.20-2019.01.19
543,明德奖学金及其各项学生活动,北大之友（香港）有限公司,北京大学教育基金会,北京,2018.01.31-2019.01.30
542,中国生物医药创新实施战略研究（二期）,美国全国商会,北京务实知识产权发展中心,北京,2018.01.23-2018.07.31
541,2017-2018年度黄廷方/信和教育基金捐赠项目,黄廷方慈善基金有限公司,北京大学教育基金会,北京,2018.01.31-2019.01.30
540,北京大学黄廷方科研交流项目,黄廷方慈善基金有限公司,北京大学教育基金会,北京、深圳,2018.01.31-2019.01.30
539,北京大学餐饮中心大楼建设,郑格如基金,北京大学教育基金会,北京,2018.02.10-2019.02.09
538,香港肇庆海联会助力新农村建设捐款活动,香港肇庆海外联谊会有限公司,肇庆市怀集县连麦镇文岗村委会,肇庆市,2018.01.18-2018.08.18
537,香港肇庆海联会助力新农村建设捐款活动,香港肇庆海外联谊会有限公司,回龙镇建发村委会,肇庆市,2018.01.17-2018.08.19
536,香港培苗行动组到乳源高级中学捐资助学活动,培苗行动有限公司,乳源高级中学,乳源高级中学,2017.09.16-2017.09.17
535,香港旭日扶轮社到乳源捐资助学活动,香港旭日扶轮社（慈善）有限公司,乳源瑶族自治县高级中学,乳源,2018.02.03-2019.02.03
534,高中生及大学生助学活动,慈恩基金会有限公司,黔南州海外联谊会,都匀市、瓮安县、龙里县、惠水县、长顺县、独山县、荔波县,2018.03.10-2018.09.30
533,在兰州市推动100%无烟立法和100%无烟室内环境,国际防痨和肺部疾病联合会(经营名称：卫健策略）,兰州市疾病预防控制中心,甘肃省兰州市,2018.01.09-2018.12.31
532,中国野生生物保护网络课程,伦敦动物学会,青海省雪联青藏高原自然保护中心,青海省,2017.12.20-2018.06.21
531,小火柴公益支教活动,澳大利亚重庆商会 ,重庆市綦江区打通第一小学,重庆市綦江区,2018.01.16-2018.01.19
530,澳大利亚留学生支教活动,澳大利亚重庆商会,重庆市綦江区篆塘小学,重庆市綦江区篆塘小学,2017.12.08-2017.12.15
529,“希望的希望”可口可乐乡村教师培训项目,可口可乐基金会,中国青少年发展基金会,中国境内,2018.03.01-2018.12.31
528,支持因干旱而面临粮食短缺的牧民项目,亚洲国际团结协会中国青海办事处,廿地乡人民政府畜牧兽医站,青海省海南州共和县,2018.01.11-2018.12.31
527,燃亮三号-云南流动教室（第二期）2018年活动,香港中华基督教青年会,昆明市青年志愿者协会,昆明市禄劝县,2018.01.22-2018.12.31
526,资助肇庆贫困山区学生计划—用爱心灌溉希望,澳门社区义工联合总会,肇庆市港澳事务局,肇庆市德庆县凤村镇格塘村,2018.01.13-2019.01.05
525,中华慈善总会巴迪基金会机构能力建设项目,巴迪基金会,中华慈善总会,山西省、陕西省、河北省、广东省、云南省、宁夏回族自治区,2018.02.01-2019.01.31
524,香港福慧慈善基金会对云南艺术学院学生捐资助学活动,福慧慈善基金会,云南艺术学院,云南艺术学院,2018.01.20-2018.08.20
523,2017年江港青年足球交流慈善助学活动,江港青年交流促进会,共青团江门市委员会,新会区、鹤山市,2017.12.11-2017.12.11
522,香港台山慈善基金、香港圆玄学院联合捐赠仪式,香港台山慈善基金有限公司, 江门市中心医院, 江门市中心医院仁济楼二楼会议室,2018.01.10-2018.12.28
521,江门台山市脑瘫儿童医疗康复捐助项目,香港台山慈善基金有限公司,江门市残疾人联合会,江门台山市,2018.01.10-2018.10.30
520,秘鲁华裔青少年寻根冬令营,秘鲁中华通惠总局,江门市外事侨务局,江门市,2018.01.04-2018.12.31
519,捐赠支持陈树渠比较政治发展研究中心、陈树渠讲席教授,复旦大学教育发展基金会(海外),上海复旦大学教育发展基金会,上海,2017.08.15-2018.08.14
518,2018封开光明行活动    2019封开光明行活,香港港南狮子会,广东省封开县中医院,封开县,2018.01.19-2019.01.19
517,英国贝利马丁基金会与大理市第二人民医院医疗救助活动,英国贝利—马丁基金会,大理市第二人民医院,云南省大理市第二人民医院,2018.01.20-2018.12.31
516,中美知识产权学者对话,美国全国商会,中国人民大学知识产权学院,上海,2018.01.17-2018.01.18
515,北京大学法学院理律法律奖学基金捐赠项目,财团法人理律文教基金会,北京大学教育基金会,北京大学,2018.01.30-2019.01.30
514,北京大学医学部大熊奖学金,财团法人大熊财团,北京大学教育基金会,北京,2018.01.30-2018.12.31
513,北京大学光华管理学院人才发展基金捐赠项目,光华教育基金会有限公司,北京大学教育基金会,中国大陆,2018.01.30-2018.11.30
512,2017-2018学年PKUEF(USA)捐赠活动,北京大学教育基金会（美国）,北京大学教育基金会,北京大学,2018.01.30-2019.01.30
511,推动以社区为基础的病虫害管理和生态农业的发展,德国米苏尔社会发展基金会,云南思力生态替代技术中心,昆明、大理,2018.01.15-2018.12.31
510,英国贝利.马丁基金会向遵义缘爱名城公益协会捐款,贝利马丁基金会,遵义缘爱名城公益协会,贵州省遵义市辖区,2018.01.01-2018.12.31
509,关爱贵州弱小慈善活动,德国米苏尔发展基金会,贵州省亚桥公益服务中心,贵州省内,2018.01.01-2018.12.31
508,中国烛光教育基金有限公司捐资助学活动,中国烛光教育基金有限公司,江西省妇女儿童发展基金会,江西省,2018.01.20-2019.01.20
507,在中国西北地区推广智障人士社区服务,德国米苏尔社会发展基金会,西安慧灵智障人士服务工作站,西安市、商洛市,2018.01.01-2018.12.31
506,培苗行动2017年秋季广西藤县探访活动,培苗行动有限公司,藤县一中,广西梧州市藤县,2017.12.15-2017.12.17
505,替代食物体系与减贫项目,粮惠世界,中国农业大学人文与发展学院,中国,2018.01.25-2019.01.25
504,李尚大奖学金项目,李尚大慈善基金有限公司,北京中央美术学院教育发展基金会,北京,2018.01.15-2019.01.15
503,世界大学智库联盟峰会,世界大学联盟,中国人民大学,北京 ,2018.03.20-2018.07.24
502,中国农村留守人口社会支持项目,粮惠世界,中国农业大学人文与发展学院,中国,2018.01.25-2019.01.25
501,蒋震工业慈善基金向上海交通大学捐赠“蒋震奖学金”,蒋震工业慈善基金（香港）有限公司,上海交通大学教育发展基金会,上海,2017.12.30-2018.12.29
500,“富平县残疾人及重症患者困难救助服务”项目,关怀行动慈善基金有限公司,陕西秦怀社会工作服务中心,陕西省渭南市富平县,2017.10.15-2018.10.14
499,上海/长三角船舶排放的环境健康效应评估,健康效应研究所,复旦大学,上海,2018.01.01-2018.12.31
498,2017国际舞蹈日庆典系列活动,国际戏剧协会,上海戏剧学院,上海国际舞蹈中心、上海复星艺术中心等,2017.04.27-2017.04.29
497,香港新鸿基地产郭氏基金向西南大学捐赠签约仪式及受助,新鸿基地产郭氏基金有限公司,西南大学教育基金会、助学中心,重庆,2018.01.04-2018.01.10
496,万豪国际集团“万礼豪程”国际教师,万豪家族基金会,重庆第二师范学院旅游与服务管理学院,重庆    美国芝加哥、圣地亚哥,2017.12.27-2017.12.30
495,第一届世界冰上龙舟锦标赛中国·锡林郭勒·多伦,国际冰上龙舟联合会,多伦县文化体育广电旅游局,内蒙古自治区锡林郭勒盟多伦县,2018.01.09-2018.01.14
494,蓬江区助学和助残项目,伍威权慈善基金,江门市蓬江区慈善会,江门市蓬江区,2018.01.01-2018.12.31
493,资助蓬江伍威权庇护工场残障人士膳食津贴,香港伍威权慈善基金,江门市蓬江区伍威权庇护工场,广东省江门市蓬江区,2017.12.07-2017.12.31
492,香港台山慈善基金、香港圆玄学院联合捐赠仪式,园玄学院,江门市中心医院,江门市中心医院仁济楼二楼会议室,2017.12.28-2018.12.28
491,促进云南省澜沧江流域生态保护效率,约翰·D及凯瑟琳·T·麦克阿瑟基金会,中国科学院昆明植物研究所,云南省,2018.01.03-2019.01.03
490,助明行动,助视会,济宁京华眼科医院,中国山东省济宁市,2017.12.06-2018.11.30
489,“重塑中国假冒制造行业”研究项目,美国全国商会,中国人民大学社会和人口学院,北京、福建、广东,2018.01.14-2018.05.31
488,重庆大学·轩辕种子助学基金,轩辕教育基金会,重庆大学教育发展基金会,重庆大学,2017.12.25-2018.12.25
487,2018年度广西境内贫困学生助学,五角七分教育基金会有限公司,广西爱心之桥助学志愿者协会,广西境内,2018.01.01-2018.12.31
486,2018年度广西境内贫困学生助学,爱心之桥有限公司,广西爱心之桥助学志愿者协会,广西境内,2018.01.01-2018.12.31
485,2017国际微无创医学长江高峰论坛,国际微无创医学学会,重庆医科大学生物医学工程学院,重庆,2017.12.22-2017.12.23
484,云浮市特困学生助学金派发,中国烛光教育基金有限公司,中国共产主义青年团云浮市委员会,广东省云浮市云城区、云安区、新兴县、郁南县,2017.12.19-2018.08.31
483,粤港澳大湾区企业家联盟成立大会,粤港澳大湾区企业家联盟有限公司,深圳市前海香港商会,深圳市,2017.12.18-2017.12.18
482,华南师范大学“烛光助学金”,中国烛光教育基金有限公司,华南师范大学,华南师范大学,2018.01.01-2018.12.31
481,盐城台商经营管理实务讲座第二期,财团法人中国生产力中心,盐城市台湾同胞投资企业协会,盐城市,2017.11.30-2017.11.30
480,安童生专项基金,中国公共安全教育基金会有限公司,中华少年儿童慈善救助基金会,全国,2017.09.01-2018.08.31
479,明日携手助学项目,明日中华教育基金会,中华少年儿童慈善救助基金会,全国,2017.09.01-2018.08.31
478,丁型肝炎病毒（HDV）在中国乙肝表面抗原携带者中的,庄马尔田基金会,首都医科大学附属北京地坛医院,中国境内,2018.01.01-2018.12.31
477,爱承传肇庆怀集永固镇初级中学关爱计划,爱承传基金協会有限公司,广东省肇庆市怀集县永固镇初级中学,广东省肇庆市怀集县永固镇,2017.12.17-2018.12.16
476,永旺奖学金及相关活动,公益财团法人 永旺1%俱乐部,北京大学教育基金会,北京,2018.01.10-2019.01.09
475,北京大学吕志和生命科学学院基金捐赠项目-SVCF,硅谷社区基金会,北京大学教育基金会,北京,2017.12.31-2018.12.30
474,湖南省特困学生助学金派发,中国烛光教育基金有限公司,湖南省妇女儿童发展基金会,湖南省,2017.11.01-2018.10.31
473,“欢乐成长”慈善活动,欢乐之家基金有限公司,赵县孤儿院,河北省石家庄市赵县孤儿院,2017.11.30-2018.10.31
472,Rush&Cash财团培贞奖学会奖学金,Rush&Cash 培贞奖学会,重庆大学教育发展基金会,重庆大学校内,2017.12.11-2018.12.11
471,捐赠支持复旦大学健博助学金项目,复旦大学教育发展基金会（海外）,上海复旦大学教育发展基金会,上海,2017.08.15-2018.08.14
470,捐赠支持复旦大学物理系发展基金和谢希德特聘教授项目,复旦大学教育发展基金会（海外）,上海复旦大学教育发展基金会,上海,2017.08.15-2018.08.14
469,星爱计划2018,美国慈善援助基金会,深圳市自闭症研究会,深圳市,2018.01.01-2018.12.31
468,援建苍梧县梨埠镇华映小学新教学楼,慈恩基金会有限公司,苍梧县教育局,广西壮族自治区梧州市苍梧县梨埠镇华映小学,2017.12.29-2018.12.29
467,慈恩基金会前往甘肃天水师范学院开展助学活动,慈恩基金会有限公司,甘肃天水师范学院,甘肃省天水市,2017.12.11-2018.09.24
466,援建富宁县田蓬镇龙修小学新教学楼,慈恩基金会有限公司,云南省文山州富宁县教育局,云南省文山州富宁县,2017.12.15-2018.12.15
465,援建富宁县板仑乡木腊小学新教学楼,慈恩基金会有限公司,云南省文山州富宁县教育局,云南省文山州富宁县,2017.12.15-2018.06.15
464,援建富宁县新华镇各甫小学新教学楼,信望爱慈善基金有限公司,云南省文山州富宁县教育局,云南省文山州富宁县,2017.12.15-2018.06.15
463,援建富宁县田蓬镇下寨小学新教学楼,信望爱慈善基金有限公司,云南省文山州富宁县教育局,云南省文山州富宁县,2017.12.15-2018.12.15
462,援建富宁县那能乡六温小学新教学楼,信望爱慈善基金有限公司,云南省文山州富宁县教育局,云南省文山州富宁县,2017.12.15-2018.06.15
461,援建谷拉乡安那小学教学楼,香港基督教协进会,云南省文山州富宁县教育局,云南文山州富宁县,2017.12.20-2018.12.20
460,援建里达镇西坑小学宿舍楼,香港基督教协进会,云南省文山州富宁县教育局,云南文山州富宁县,2017.12.20-2018.12.20
459,慈恩基金会——云南大理州巍山县助学行动,慈恩基金会有限公司,巍山县人民政府侨务办公室,巍山县境内,2017.12.18-2018.10.15
458,国际知识产权律师联合会（FICPI）来访交流活动 ,国际知识产权律师联合会,中华全国专利代理人协会,北京市,2017.11.27-2017.11.28
457,幸福书屋·图书馆计划,图书馆计划,中国人口福利基金会,陕西、安徽、河北、福建、广东、四川、湖南、湖北、河南、江西、浙江、山西、甘肃、云南、广西、辽宁、新疆、北京、上海、重庆等,2017.10.31-2018.10.31
456,中国人民大学NITORI国际奖学金,似鸟国际奖学财团,中国人民大学,北京市,2017.12.25-2018.12.25
455,2017年惠州市社区急救普及推广活动,香港圣约翰救伤队,惠州市120急救指挥中心,广东省惠州市龙门县,2017.12.10-2017.12.10
454,赠与亚洲（Give2Asia）奖学金项目,赠与亚洲,重庆大学教育发展基金会（进账方），重庆大学学工部（执行单位）,重庆大学,2017.12.01-2018.12.01
453,慈恩基金会——云南大理南涧县助学行动,慈恩基金会有限公司,南涧县人民政府侨务办公室,南涧县境内,2017.12.15-2018.12.15
452,支持中国渔业可持续发展项目,大卫-露西-派克德基金会,海南智渔可持续科技发展研究中心,海南省,2018.01.01-2018.12.31
451,县域内农村学前教育发展质量评估指标体系研究,澳门同济慈善会,北京大学中国教育财政科学研究所,河北、贵州、四川、云南、甘肃等省,2017.12.20-2018.12.20
450,顺昌县正生书院资助贫困家庭子女上学,正生基金有限公司,顺昌县正生书院,福建省南平市,2017.11.16-2018.11.15
449,温州市特殊教育学校木文化国际交流,国际木文化学会,温州市特殊教育学校,温州,2017.12.07-2017.12.09
448,建设生态道观,世界宗教与环境保护联盟,江苏省道教协会,中华人民共和国境内,2018.01.01-2018.12.31
447,香港海鸥助学项目,香港海鸥助学团有限公司,云南妇女儿童发展中心,云南昆明,2017.12.11-2018.12.11
446,开展低保家庭积极发展干预计划项目,香港理工大学,北京中青社会工作发展中心,北京市紫竹院街道辖区,2017.12.25-2018.12.25
445,北京市可持续社区环境教育项目,社区伙伴,中华环保联合会,中国北京,2017.03.15-2018.03.15
444,中欧对话：现在与未来,欧洲对外关系委员会, 中国社会科学院欧洲研究所,北京,2017.12.13-2017.12.14
443,“国际多中心临床试验和GCP相关考量” 培训项目,美国药品研究与制造企业协会,北京大学,北京大学，北京,2017.12.05-2017.12.08
442,美国对外政策理事会代表团访华,美国对外政策理事会,中共中央对外联络部七局,北京、辽宁省沈阳市,2017.12.10-2017.12.16
441,慈恩基金会——永平县公路建设项目,慈恩基金会有限公司,永平县人民政府侨务办公室,永平县境内,2017.11.20-2018.11.19
440,慈恩基金会——永平县助学项目,慈恩基金会有限公司,永平县人民政府侨务办公室,永平县境内,2017.11.20-2018.11.19
439,特困高中生助学金发放,慈恩基金会有限公司,黔西南州智力支边联系小组办公室,贵州省黔西南布依族苗族自治州,2017.12.15-2018.12.14
438,中国中西部地区自闭症服务机构管理能力提升与陪伴计划,德国米苏尔发展基金会,西安市碑林区拉拉手特殊教育中心,中国陕西西安,2017.11.16-2018.08.31
437,甘肃省初创期社会组织财务督导项目,德国米苏尔社会发展基金会,甘肃兴邦社会工作服务中心,甘肃省,2017.11.13-2018.11.13
436,培苗行动2017年秋季广西藤县探访活动,培苗行动有限公司,藤县中学,广西梧州市藤县,2017.12.15-2017.12.17
435,慈恩基金会助学活动,慈恩基金会有限公司,甘肃省静宁县第二中学,甘肃省静宁县第二中学,2017.11.22-2018.11.21
434,曲靖师范学院与香港福慧慈善基金会捐资助学活动,福慧慈善基金会,曲靖师范学院,曲靖市,2017.12.05-2018.12.04
433,北京大学郑格如助学金及系列相关活动,郑格如基金,北京大学教育基金会,北京,2017.12.20-2018.12.20
432,中国研修班同学会助学金及系列相关活动,北京大学中国研修班同学会基金有限公司,北京大学教育基金会,北京,2017.12.20-2018.12.20
431,北京大学轩辕种子助学金及系列相关活动,轩辕教育基金会,北京大学教育基金会,北京,2017.12.20-2018.12.20
430,北京大学思源奖助学金及系列相关活动,思源基金会,北京大学教育基金会,北京,2017.12.20-2018.12.20
429,北京大学北大之友-张荣发助学金及系列相关活动,财团法人张荣发基金会,北京大学教育基金会,北京,2017.12.20-2018.12.20
428,蒋震奖学金及相关活动,蒋震工业慈善基金（香港）有限公司 ,北京大学教育基金会,中国大陆,2017.12.20-2018.12.20
427,北京大学人文基金及相关活动,光华教育基金会有限公司,北京大学教育基金会,北京,2017.12.20-2018.12.19
426,北京大学POSCO奖学金及其相关活动,POSCO青岩财团,北京大学教育基金会,北京,2017.12.20-2018.12.19
425,北京大学外国语学院区域与国别研究,韩国高等教育财团,北京大学教育基金会,北京,2017.12.15-2018.12.15
424,阿卜杜勒?阿齐兹国王公共图书馆北京大学分馆运营项目,阿卜杜勒•阿齐兹国王公共图书馆,北京大学教育基金会,中国大陆,2017.12.15-2018.12.14
423,2017两岸优秀学子交流项目,光华教育基金会有限公司,北京大学教育基金会,大陆,2017.07.10-2017.07.16
422,黄乾亨奖助学金及系列相关活动,黄乾亨基金,北京大学教育基金会,北京,2017.09.30-2018.07.31
421,罗氏慈善基金罗定邦励志奖学金及系列相关活动,罗氏慈善基金,北京大学教育基金会,北京,2017.09.30-2018.08.31
420,清华大学麦戈文项目,清华北美教育基金会,清华大学教育基金会,中国大陆,2017.11.06-2018.11.06
419,清华大学廖凯原项目,清华北美教育基金会,清华大学教育基金会,中国大陆,2017.11.06-2018.11.06
418,江门市社会工作本土见习督导培育,新生精神康復會,江门市蓬江区社会工作协会,广东省江门市,2017.05.12-2017.12.31
417,高中学生资助金派发,慈恩基金会有限公司,静宁县威戎中学,教育/扶贫,2017.11.24-2018.10.14
416,“珍爱生命，安全出行”道路安全教育项目,亚洲伤害预防基金会,四川省科技扶贫基金会,四川省达州市宣汉县,2017.11.16-2018.11.16
415,增强中国甘肃环县眼健康能力项目,弗雷德霍洛基金会（澳大利亚）昆明代表处,环县人民医院,中国甘肃省庆阳市环县,2017.11.28-2018.09.30
414,慈恩基金会前往西北师范大学开展助学活动,慈恩基金会有限公司,西北师范大学,甘肃省,2017.11.09-2018.11.09
413,高中学生及大专学生资助金派发,慈恩基金会有限公司,甘肃省静宁县成纪中学,甘肃省静宁县成纪中学,2017.11.14-2018.11.14
412,圣诞亲子探访活动,关顾童心行动有限公司,韶关市曲江区志愿者协会,韶关市曲江区,2017.12.23-2017.12.27
411,饮水思源回乡祭祖暨世界沙坪狮艺总会2017常年大会,世界沙坪（吕派）狮艺总会,鹤山市龙狮运动协会,广东江门鹤山,2017.12.07-2017.12.11
410,浙江大学外国语言文化与国际交流学院NITORI国际,公益财团法人 似鸟国际奖学金财团,浙江大学教育基金会,浙江,2017.11.17-2017.12.31
409,援建田蓬镇茅草坪小学愿景诚信领袖99综合楼,慈恩基金会有限公司,云南省文山州富宁县教育局,云南省文山州富宁县教育局,2017.11.25-2018.11.25
408,援建富宁县田蓬镇木桌小学新教学楼,慈恩基金会有限公司,云南省文山州富宁县教育局,云南省文山州富宁县,2017.11.25-2018.05.25
407,援建富宁县谷拉乡那龙小学新教学楼,慈恩基金会有限公司,云南省文山壮族苗族自治州富宁县教育局,云南省文山州富宁县,2017.11.25-2018.05.25
406,援建富宁县田蓬镇麻赖小学新教学楼,慈恩基金会有限公司,云南省文山州富宁县教育局,云南省文山州富宁县教育局,2017.11.25-2018.05.25
405,云南大理州云龙县助学金2017－曾萧金玲爱心行动,慈恩基金会有限公司,云龙县委统战部（县侨办）,云南省大理州云龙县,2017.11.23-2018.11.22
404,慈恩基金会－云南大理州云龙县助学金2017,慈恩基金会有限公司,云龙县委统战部（县侨办）,云南省云龙县,2017.11.23-2018.11.22
403,「两地一心」扶贫助学探访,两地一心,苍梧中学,广西梧州市苍梧县,2017.10.30-2018.08.26
402,「两地一心」扶贫助学探访,两地一心,全州高级中学,广西桂林市全州县,2017.12.01-2018.11.30
401,《选择生命》新书发布会,创价学会,中国友谊促进会,北京京伦饭店,2017.09.07-2017.09.07
400,宁夏银川市学校饮用水工程,香港九龙东区扶轮社,宁夏回族自治区人民政府外事（侨务，港澳事务）办公室,宁夏回族自治区银川市,2017.11.01-2017.11.30
399,宁夏希望小学援建项目,苗圃行动,宁夏青少年发展基金会,宁夏固原市,2017.10.25-2018.09.09
398,仁枫洞护慈基金助学活动,仁枫洞护慈基金,三排小学,广东省清远市连南瑶族自治县三排镇,2017.12.02-2017.12.03
397,重庆大学思源奖助学金,思源基金会,重庆大学学工部及教育发展基金会,重庆大学,2017.11.20-2018.11.20
396,重庆渝中区可持续发展”研究项目,能源基金会（美国）北京办事处,重庆大学建筑城规学院（协议、进账单位为重庆大学教育发展基金会）,重庆、德国,2017.11.21-2018.11.21
395,青海临聘教师资助计划,成长希望基金会,海东市宗喀慈善协会,青海省海东市循化撒拉族自治县,2017.10.24-2018.07.30
394,中华儿慈会“起点工程——澳门狮爱幼儿园”项目,澳门狮子会,中华少年儿童慈善救助基金会,全国,2017.11.09-2018.06.30
393,环境法律能力提升项目,环境法研究所,中华环境保护基金会,北京 天津,2017.12.01-2018.11.30
392,亚洲咖啡协会成立大会暨2017亚洲咖啡年会,亚洲咖啡协会,德宏州人民政府,中国云南省德宏傣族景颇族自治州,2017.11.26-2017.11.28
391,徐贯宏夫妇资助金,唯立文教基金会,重庆市青少年发展基金会,重庆市内,2017.11.21-2018.10.01
390,中山大学住友电工集团奖学金,公共财团法人住友电工集团社会贡献基金,广东省中山大学教育发展基金会,广东省,2017.11.30-2018.06.30
389,公益同行?宁夏社区发展计划,德国米苏尔社会发展基金会,中国扶贫基金会,宁夏,2017.12.01-2018.11.30
388,第七届海上信任措施建设专家会,亨利•杜南人道主义对话中心,中国国际问题研究院,北京,2017.12.06-2017.12.08
387,友成-奥比斯中国防盲治盲专项基金,国际奥比斯项目公司,友成企业家扶贫基金会,甘肃省、陕西省、安徽省、江西省、广东省、山东省,2017.12.01-2018.11.30
386,慈善助学,香港沃土发展社,沿河县教育局,贵州省铜仁市沿河土家族自治县,2017.12.01-2018.11.30
385,义工服务团,香港沃土发展社,沿河县教育局,贵州省铜仁市沿河土家族自治县,2017.12.01-2018.11.30
384,澳门友谊扶轮社怀集关爱助学活动,澳门友谊扶轮社,广东省肇庆市怀集县大岗镇中心小学富楼教学点,广东省肇庆市怀集县大岗镇,2017.11.27-2017.11.27
383,贵州手工业发展项目,联合世界之路,贵州田野环境与发展研究中心,贵州省,2017.11.15-2018.11.15
382,四川凉山女童助学专案,精进基金有限公司,北川羌族自治县大鱼青少年公益发展中心,四川省凉山州布拖县,2017.11.15-2018.08.31
381,公益捐赠,马云公益基金会,浙江马云公益基金会,杭州,2017.11.06-2018.11.05
380,重庆大学NITORI国际奖学金,公益财团法人 似鸟国际奖学财团,重庆大学教育发展基金会,重庆大学,2017.11.13-2018.11.13
379,重庆大学奖学金-黄乾亨基金奖助学金,黄乾亨基金,重庆大学教育发展基金会,重庆大学,2017.11.13-2018.11.13
378,「两地一心」扶贫助学探访,两地一心,庆城县人民政府,甘肃省庆阳市,2017.11.01-2018.11.01
377,推动《违法烟草广告处罚办法》出台,无烟草青少年行动基金,中国政法大学,中国,2017.11.20-2018.01.20
376,关爱长者慈善行,香港退休警察义工服务协会,中山市广弘颐养院,广东省中山市广弘颐养院,2017.11.29-2017.11.29
375,温暖乡村计划,德国米苏尔社会发展基金会,陕西孝慈社会工作发展中心,陕西省,2017.07.01-2018.02.28
374,童心梦想计划,德国米苏尔社会发展基金会,陕西孝慈社会工作发展中心,陕西省西安市雁塔区沙井村社区、鱼化寨社区,2017.07.01-2018.02.28
373,第14届日照·平泽中韩书画交流活动,韩国书艺协会平泽市支部,日照市美术家协会,日照,2017.11.13-2017.11.17
372,美国知识产权法律协会(AIPLA)代表团访华活动,美国知识产权法律协会,中国知识产权研究会,北京、四川成都,2017.11.13-2017.11.17
371,希望工程苗圃行动系列活动,苗圃行动,广东省青少年发展基金会,广东省,2017.11.06-2018.11.06
370,动物福利与“一带一路”研究,世界动物保护协会,中国国际民间组织合作促进会,北京,2017.11.20-2018.10.31
369,中国企业海外项目履行环境和社会责任情况研究,国际河流环境保护组织协会,中国国际民间组织合作促进会,北京,2017.11.20-2018.10.31
368,遵义地区援建项目考察和验收,慈恩基金会有限公司,贵州省遵义市智力支边协调领导小组办公室,遵义市余庆县,2017.11.20-2018.11.20
367,遵义地区援建项目考察和验收,慈恩基金会有限公司,贵州省遵义市智力支边协调领导小组办公室,遵义市绥阳县,2017.10.20-2018.10.20
366,遵义地区援建项目考察和验收,慈恩基金会有限公司,贵州省遵义市智力支边协调领导小组办公室,遵义市绥阳县,2017.10.20-2018.10.20
365,遵义地区援建项目考察和验收,慈恩基金会有限公司,贵州省遵义市智力支边协调领导小组办公室,遵义市桐梓县,2017.10.20-2018.10.20
364,“领先一步”系列研讨会,亚洲协会香港中心,中国发展研究基金会,北京,2017.11.07-2017.11.10
363,文化、法治与社会发展国际研讨会,财团法人韩国高等教育财团,中国人民大学法学院,北京中国人民大学法学院,2017.11.18-2017.11.19
362,光华奖学金,光华教育基金会有限公司,北京市中国人民大学教育基金会,北京,2017.11.14-2017.12.31
361,RIMS中国风险管理论坛,美国风险管理协会,中国保险学会,中国北京,2017.11.21-2017.11.22
360,慈恩基金会助学活动,慈恩基金会有限公司,甘肃省静宁县甘沟中学,甘肃省静宁县甘沟中学,2017.10.18-2018.10.18
359,中山大学岭南学院奖学金—黄乾亨基金奖助学金,黄乾亨基金,广东省中山大学教育发展基金会,广东省,2017.11.01-2018.10.31
358,国内五大省市探访贫困山区学校和资助学生活动,两地一心,惠州市慈航公益协会,贵州省、广西自治区、广东省、甘肃省、云南省,2017.10.27-2018.10.27
357,第六届国际尿石症联盟学术年会,国际尿石症联盟,广东省医学会,浙江省绍兴市东方山水金沙酒店,2017.11.17-2017.11.19
356,普林斯顿在亚洲教师项目,普林斯顿在亚洲,外交学院,北京,2017.08.07-2018.08.07
355,公众知识分子项目,美中关系全国委员会,外交学院,北京，贵州,2017.07.21-2017.08.02
354,中美少年审判体制改革研讨会,对话基金会,最高人民法院研究室,广东省深圳市,2017.11.08-2017.11.09
353,美国知识产权人协会拜访北京、上海各法院和政府组织,美国知识产权人协会,中国国际贸易促进委员会知识产权服务中心,北京、上海,2017.10.22-2017.10.27
352,经济转型支持-中国制造企业调查,海外发展研究院,北京大学新结构经济学研究中心,北京,2017.10.30-2017.12.30
351,光华教育奖学金,光华教育基金会有限公司,新疆大学,乌鲁木齐,2017.08.28-2018.08.28
350,成龙奬杯赛2017年全国全接触空手道俱乐部争霸赛中,香港国际青少年空手道会,广东省空手道协会,中山职业技术学院体育馆及体育场,2017.11.04-2017.11.05
349,成龙奬杯赛2017年全国全接触空手道俱乐部争霸赛中,澳门中山青年商会,广东省空手道协会,中山职业技术学院体育馆及体育场,2017.11.04-2017.11.05
348,2017云南反家暴工作者专业技能培训计划,财团法人励馨社会福利事业基金会,昆明市五华区明心社会工作服务中心,昆明市,2017.11.06-2017.11.10
347,中国?攀枝花?盐边第24届全球华人羽毛球锦标赛,全球华人羽毛球,盐边县教育体育局,攀枝花市盐边县红格训练基地,2017.11.02-2017.11.05
346,2017年微笑联盟唇腭裂医疗公益活动（温州站）,美国微笑联盟基金会,温州医科大学附属口腔医院,温州医科大学附属口腔医院瓯海分院,2017.11.05-2017.11.18
345,北约小学学校活动,同守行,韶关市曲江区志愿者协会,韶关市曲江区,2017.11.17-2017.11.18
